first_sentence,second_sentence,first_last_word,second_last_word
"He saw a carrot and had to grab it,","His hunger drove him, no time to dawdle.",it,dawdle
"He saw a carrot and had to grab it,","His hunger drove him, no time to dawdle.",it,dawdle
"He saw a carrot and had to grab it,","His hunger growled, no time to dabble.",it,dabble
"He saw a carrot and had to grab it,",For hunger's call he couldn't ignore it.,it,it
"He saw a carrot and had to grab it,","His hunger was loud, and his will was swift.",it,swift
"He saw a carrot and had to grab it,","His hunger growled, and he couldn't stop it.",it,it
"He saw a carrot and had to grab it,","His hunger growled, and his hands moved fast.",it,fast
"He saw a carrot and had to grab it,",For hunger's call he couldn't shun it.,it,it
"He saw a carrot and had to grab it,","His hunger was strong, no time to dawdle.",it,dawdle
"He saw a carrot and had to grab it,","His hunger drove him, no time to dawdle or chat.",it,chat
"He saw a carrot and had to grab it,","His hunger was strong, no time to chat it.",it,it
"He saw a carrot and had to grab it,","His hunger was strong, no time to chat it.",it,it
"He saw a carrot and had to grab it,",For hunger's call he couldn't ignore it.,it,it
"He saw a carrot and had to grab it,","His hunger growled, no time to dawdle.",it,dawdle
"He saw a carrot and had to grab it,",For hunger called and time was slipping fast.,it,fast
"He saw a carrot and had to grab it,","His hunger was strong, no time to chat it.",it,it
"He saw a carrot and had to grab it,","His hunger was loud, and his pockets were flat.",it,flat
"He saw a carrot and had to grab it,","His hunger was strong, no time to dawdle.",it,dawdle
"He saw a carrot and had to grab it,","His hunger urged him, no time to chat it.",it,it
"He saw a carrot and had to grab it,","His hunger growled, there was no lack in it.",it,it
"He saw a carrot and had to grab it,","His hunger was strong, no time to chat it.",it,it
"He saw a carrot and had to grab it,","His hunger growled, and his resolve was flat.",it,flat
"He saw a carrot and had to grab it,",His hunger led him to that vibrant tab.,it,tab
"He saw a carrot and had to grab it,",For hunger's call he couldn't ignore it.,it,it
"He saw a carrot and had to grab it,","His hunger growled, there was no denying it.",it,it
"He saw a carrot and had to grab it,","His hunger was strong, no time to dawdle.",it,dawdle
"He saw a carrot and had to grab it,","For hunger whispered, ""This is what you lack, it!""",it,it
"He saw a carrot and had to grab it,","His hunger led him, no time to dawdle.",it,dawdle
"He saw a carrot and had to grab it,","His hunger drove him, no time to dawdle.",it,dawdle
"He saw a carrot and had to grab it,","His hunger was strong, no time to chat it.",it,it
"He saw a carrot and had to grab it,","His hunger whispered, ""This is what you need!""",it,need
"He saw a carrot and had to grab it,","His hunger drove him, no time to chat it.",it,it
"He saw a carrot and had to grab it,","His hunger was strong, no time to chat it.",it,it
"He saw a carrot and had to grab it,","His hunger growled, he couldn’t stop it.",it,it
"He saw a carrot and had to grab it,","His hunger was loud, and his pockets were flat.",it,flat
"He saw a carrot and had to grab it,","His hunger growled, no time to dawdle.",it,dawdle
"The clouds are gray, the raindrops fall,",A whispered tune the wind can recall.,fall,recall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A quiet hush begins to sprawl.,fall,sprawl
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered song the wind recalls.,fall,recalls
"The clouds are gray, the raindrops fall,",A whispered song the sky recalls.,fall,recalls
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered song the sky lets fall.,fall,fall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A quiet hush upon the hall.,fall,hall
"The clouds are gray, the raindrops fall,",A whispered song the skies recall.,fall,recall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can recall.,fall,recall
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A gentle hush upon the hall.,fall,hall
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A gentle hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A quiet hush descends on all.,fall,all
"The clouds are gray, the raindrops fall,",A whispered song the storm does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind recalls.,fall,recalls
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can recall.,fall,recall
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the hall.,fall,hall
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush beneath the sprawl.,fall,sprawl
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,",A quiet hush upon the hall.,fall,hall
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered song the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,","A whispered hush, the world grows small.",fall,small
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can recall.,fall,recall
"The clouds are gray, the raindrops fall,",A whispered hush begins to call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered song the sky lets fall.,fall,fall
"The clouds are gray, the raindrops fall,",A whispered tune the wind recalls.,fall,recalls
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind recalls.,fall,recalls
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind recalls.,fall,recalls
"The clouds are gray, the raindrops fall,",A quiet hush descends on all.,fall,all
"The clouds are gray, the raindrops fall,",A whispered hush upon the hall.,fall,hall
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered song the sky does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A quiet hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered tune the wind can call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
"The clouds are gray, the raindrops fall,",A whispered tune the wind does call.,fall,call
"The clouds are gray, the raindrops fall,",A whispered hush upon the wall.,fall,wall
