planned,article,predicted_article,article_correct,predicted_planned,planned_correct,predicted_planned_wrong_article,planned_wrong_article_correct,prob_article,prob_a,prob_an,correct_article_higher,prob_planned,prob_planned_wrong_article,ic_planned,ic_article,ic_description,prompt_before_article,prompt_with_article,prompt_with_wrong_article,slug,filename,original_a_prob,original_an_prob,all_zeroed_a_prob,all_zeroed_an_prob,all_multiplied_a_prob,all_multiplied_an_prob,direct_zeroed_a_prob,direct_zeroed_an_prob,direct_multiplied_a_prob,direct_multiplied_an_prob,random_zeroed_a_prob,random_zeroed_an_prob,random_multiplied_a_prob,random_multiplied_an_prob,selected_nodes_count
daffodil,a,a,True,sun,False,____,False,0.5609402060508728,0.5609402060508728,0.001097313244827,True,0.9960107803344728,0.2467156052589416,log,a,The piece of wood from a tree trunk often burned in a fireplace is a log,"<|im_start|>user
The piece of wood from a tree trunk often burned in a fireplace is a log. The bright yellow flower with a dark center that turns to follow the sun is","<|im_start|>user
The piece of wood from a tree trunk often burned in a fireplace is a log. The bright yellow flower with a dark center that turns to follow the sun is a","<|im_start|>user
The piece of wood from a tree trunk often burned in a fireplace is a log. The bright yellow flower with a dark center that turns to follow the sun is an",Qwen3-4B-a-daffodil,a-daffodil.pt,0.5625,0.0010833740234375,0.5625,0.0010833740234375,0.5625,0.0010833740234375,0.5625,0.0010833740234375,0.5625,0.0010833740234375,0.5625,0.0010833740234375,0.5625,0.0010833740234375,0
dagger,a,a,True,knife,False,example,False,0.9469611644744872,0.9469611644744872,0.0005039616371504,True,0.5633273124694824,0.3942507207393646,kite,a,The colorful diamond-shaped toy that flies in the wind on a string is a kite,"<|im_start|>user
The colorful diamond-shaped toy that flies in the wind on a string is a kite. The short knife with a pointed blade once used as a weapon is","<|im_start|>user
The colorful diamond-shaped toy that flies in the wind on a string is a kite. The short knife with a pointed blade once used as a weapon is a","<|im_start|>user
The colorful diamond-shaped toy that flies in the wind on a string is a kite. The short knife with a pointed blade once used as a weapon is an",Qwen3-4B-a-dagger,a-dagger.pt,0.9453125,0.000522613525390625,0.94140625,0.000591278076171875,0.9453125,0.000591278076171875,0.9453125,0.000522613525390625,0.9453125,0.000522613525390625,0.94140625,0.000522613525390625,0.9453125,0.000522613525390625,1
dolphin,a,a,True,dolphin,True,or,False,0.635953426361084,0.635953426361084,0.0187123455107212,True,0.995333731174469,0.806259274482727,arrow,an,The pointed projectile shot from a bow toward a target is an arrow,"<|im_start|>user
The pointed projectile shot from a bow toward a target is an arrow. The intelligent marine mammal that jumps through hoops and makes clicking sounds is","<|im_start|>user
The pointed projectile shot from a bow toward a target is an arrow. The intelligent marine mammal that jumps through hoops and makes clicking sounds is a","<|im_start|>user
The pointed projectile shot from a bow toward a target is an arrow. The intelligent marine mammal that jumps through hoops and makes clicking sounds is an",Qwen3-4B-a-dolphin,a-dolphin.pt,0.60546875,0.0234375,0.44140625,0.11181640625,0.796875,6.771087646484375e-05,0.6015625,0.0299072265625,0.5546875,0.006988525390625,0.578125,0.019775390625,0.734375,0.022216796875,9
doughnut,a,called,False,(,False,example,False,0.4080150425434112,0.3981348276138305,0.0009146296069957,True,0.1716843545436859,0.6616600155830383,tulip,a,The cup-shaped flower that blooms in spring and is associated with the Netherlands a tulip,"<|im_start|>user
The cup-shaped flower that blooms in spring and is associated with the Netherlands a tulip. The sweet fried ring of dough often glazed or covered with sprinkles is","<|im_start|>user
The cup-shaped flower that blooms in spring and is associated with the Netherlands a tulip. The sweet fried ring of dough often glazed or covered with sprinkles is a","<|im_start|>user
The cup-shaped flower that blooms in spring and is associated with the Netherlands a tulip. The sweet fried ring of dough often glazed or covered with sprinkles is an",Qwen3-4B-a-doughnut,a-doughnut.pt,0.408203125,0.00089263916015625,0.400390625,0.000873565673828125,0.416015625,0.00116729736328125,0.408203125,0.00089263916015625,0.462890625,0.00089263916015625,0.40625,0.000888824462890625,0.41015625,0.000896453857421875,2
drum,a,a,True,drum,True,__,False,0.9613045454025269,0.9613045454025269,0.0003117729211226,True,0.958794355392456,0.1725428402423858,cup,a,The drinking vessel with a handle that you sip coffee or tea from is a cup,"<|im_start|>user
The drinking vessel with a handle that you sip coffee or tea from is a cup. The round percussion instrument that you beat with sticks to make rhythm is","<|im_start|>user
The drinking vessel with a handle that you sip coffee or tea from is a cup. The round percussion instrument that you beat with sticks to make rhythm is a","<|im_start|>user
The drinking vessel with a handle that you sip coffee or tea from is a cup. The round percussion instrument that you beat with sticks to make rhythm is an",Qwen3-4B-a-drum,a-drum.pt,0.9609375,0.0002841949462890625,0.94921875,0.000762939453125,0.99609375,2.7418136596679688e-05,0.95703125,0.0002498626708984375,0.94140625,0.000759124755859375,0.9375,0.000278472900390625,0.9921875,0.00054931640625,19
earring,an,a,False,ear,True,______,False,0.6819378137588501,0.6819378137588501,0.0707746222615242,False,0.4365824162960052,0.2268208712339401,yacht,a,The large boat with sails or a motor used for recreation on the water is a yacht,"<|im_start|>user
The large boat with sails or a motor used for recreation on the water is a yacht. The decorative jewelry that hangs from the ear lobe is","<|im_start|>user
The large boat with sails or a motor used for recreation on the water is a yacht. The decorative jewelry that hangs from the ear lobe is an","<|im_start|>user
The large boat with sails or a motor used for recreation on the water is a yacht. The decorative jewelry that hangs from the ear lobe is a",Qwen3-4B-an-earring,an-earring.pt,0.6640625,0.06982421875,0.82421875,0.00109100341796875,0.0006866455078125,0.96484375,0.640625,0.0247802734375,2.812594175338745e-07,5.252659320831299e-07,0.59765625,0.0556640625,0.82421875,0.0673828125,10
fencepost,a,a,True,______,False,______,False,0.9211183190345764,0.9211183190345764,0.0004183620039839,True,0.5594594478607178,0.3065967857837677,bathrobe,a,The soft terry cloth garment worn after a shower is a bathrobe,"<|im_start|>user
The soft terry cloth garment worn after a shower is a bathrobe. The wooden post that supports wire fencing around a property is","<|im_start|>user
The soft terry cloth garment worn after a shower is a bathrobe. The wooden post that supports wire fencing around a property is a","<|im_start|>user
The soft terry cloth garment worn after a shower is a bathrobe. The wooden post that supports wire fencing around a property is an",Qwen3-4B-a-fencepost,a-fencepost.pt,0.9140625,0.0003948211669921875,0.9140625,0.0003948211669921875,0.9140625,0.0003948211669921875,0.9140625,0.0003948211669921875,0.9140625,0.0003948211669921875,0.9140625,0.0003948211669921875,0.9140625,0.0003948211669921875,0
fingerprint,a,a,True,fingerprint,True,eye,False,0.6486838459968567,0.6486838459968567,0.0149582866579294,True,0.8970063924789429,0.9570807814598083,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The unique mark left by the tip of your finger that no one else has is","<|im_start|>user
The round organ in your head that you see with is an eye. The unique mark left by the tip of your finger that no one else has is a","<|im_start|>user
The round organ in your head that you see with is an eye. The unique mark left by the tip of your finger that no one else has is an",Qwen3-4B-a-fingerprint,a-fingerprint.pt,0.67578125,0.015869140625,0.65625,0.0198974609375,0.6875,0.00408935546875,0.640625,0.01708984375,0.6640625,0.015625,0.68359375,0.01611328125,0.40234375,0.01214599609375,17
garage,a,a,True,garage,True,attached,False,0.9503111839294434,0.9503111839294434,0.0054476568475365,True,0.7301119565963745,0.4160751402378082,candlestick,a,The tall holder with a candle that provides light when the wick is lit is a candlestick,"<|im_start|>user
The tall holder with a candle that provides light when the wick is lit is a candlestick. The covered space where cars are parked attached to or near a house is","<|im_start|>user
The tall holder with a candle that provides light when the wick is lit is a candlestick. The covered space where cars are parked attached to or near a house is a","<|im_start|>user
The tall holder with a candle that provides light when the wick is lit is a candlestick. The covered space where cars are parked attached to or near a house is an",Qwen3-4B-a-garage,a-garage.pt,0.94921875,0.005645751953125,0.9453125,0.002349853515625,0.8046875,0.1796875,0.92578125,0.0037841796875,0.9609375,0.02001953125,0.94921875,0.00640869140625,0.9453125,0.0023345947265625,11
gate,a,a,True,gate,True,gate,True,0.8520337343215942,0.8520337343215942,0.0247358754277229,True,0.994461178779602,0.619147539138794,udder,an,The milk-producing organ of a female cow or other mammal is an udder,"<|im_start|>user
The milk-producing organ of a female cow or other mammal is an udder. The hinged barrier that swings open to allow entry through a fence or wall is","<|im_start|>user
The milk-producing organ of a female cow or other mammal is an udder. The hinged barrier that swings open to allow entry through a fence or wall is a","<|im_start|>user
The milk-producing organ of a female cow or other mammal is an udder. The hinged barrier that swings open to allow entry through a fence or wall is an",Qwen3-4B-a-gate,a-gate.pt,0.8515625,0.0257568359375,0.75390625,0.0291748046875,0.9921875,0.000705718994140625,0.83984375,0.0252685546875,0.01177978515625,0.0004558563232421875,0.87109375,0.02978515625,0.79296875,0.0145263671875,6
grapefruit,a,a,True,grape,True,orange,False,0.9309178590774536,0.9309178590774536,0.0452117249369621,True,0.4891061186790466,0.9971664547920228,eye,an,The round organ in your head that you see with is an eye,"<|im_start|>user
The round organ in your head that you see with is an eye. The large citrus fruit with pink or white flesh and a bitter skin is","<|im_start|>user
The round organ in your head that you see with is an eye. The large citrus fruit with pink or white flesh and a bitter skin is a","<|im_start|>user
The round organ in your head that you see with is an eye. The large citrus fruit with pink or white flesh and a bitter skin is an",Qwen3-4B-a-grapefruit,a-grapefruit.pt,0.921875,0.052001953125,0.9140625,0.05859375,0.921875,0.052001953125,0.92578125,0.05224609375,0.90625,0.057861328125,0.921875,0.052001953125,0.93359375,0.04638671875,2
hornet,a,a,True,was,False,was,False,0.9960237741470336,0.9960237741470336,0.0009863314917311,True,0.5196970701217651,0.3279710114002228,tractor,a,The large farm vehicle that pulls plows and other equipment through fields is a tractor,"<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The stinging insect similar to a wasp with yellow and black stripes is","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The stinging insect similar to a wasp with yellow and black stripes is a","<|im_start|>user
The large farm vehicle that pulls plows and other equipment through fields is a tractor. The stinging insect similar to a wasp with yellow and black stripes is an",Qwen3-4B-a-hornet,a-hornet.pt,0.99609375,0.00102996826171875,0.99609375,0.00090789794921875,0.99609375,0.0027923583984375,0.99609375,0.00102996826171875,0.99609375,0.00116729736328125,0.99609375,0.00102996826171875,0.99609375,0.00080108642578125,4
hummingbird,a,a,True,humming,True,humming,True,0.9585488438606262,0.9585488438606262,0.0012871605576947,True,0.9549540877342224,0.4946368634700775,axe,an,The sharp tool with a wooden handle used for chopping wood is an axe,"<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The tiny colorful bird that hovers and feeds on flower nectar is","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The tiny colorful bird that hovers and feeds on flower nectar is a","<|im_start|>user
The sharp tool with a wooden handle used for chopping wood is an axe. The tiny colorful bird that hovers and feeds on flower nectar is an",Qwen3-4B-a-hummingbird,a-hummingbird.pt,0.95703125,0.00127410888671875,0.9453125,0.0034027099609375,0.984375,9.441375732421875e-05,0.95703125,0.00127410888671875,0.65234375,0.0018310546875,0.96484375,0.001129150390625,0.90625,0.0017547607421875,5
