op1,op2,n1,n2,n3,intermediate,answer,eq1,eqfull
//,*,8,3,4,2,8,(8//3),(8//3)*4=
-,+,5,8,4,-3,1,(5-8),(5-8)+4=
-,*,6,8,3,-2,-6,(6-8),(6-8)*3=
//,+,6,7,3,0,3,(6//7),(6//7)+3=
//,//,3,2,3,1,0,(3//2),(3//2)//3=
-,*,9,3,6,6,36,(9-3),(9-3)*6=
*,-,7,2,8,14,6,(7*2),(7*2)-8=
*,*,8,6,6,48,288,(8*6),(8*6)*6=
+,-,2,7,2,9,7,(2+7),(2+7)-2=
//,//,5,8,1,0,0,(5//8),(5//8)//1=
+,*,3,7,1,10,10,(3+7),(3+7)*1=
*,//,7,4,1,28,28,(7*4),(7*4)//1=
//,+,4,6,4,0,4,(4//6),(4//6)+4=
-,+,4,3,3,1,4,(4-3),(4-3)+3=
+,*,7,8,6,15,90,(7+8),(7+8)*6=
-,+,1,3,7,-2,5,(1-3),(1-3)+7=
*,+,9,2,4,18,22,(9*2),(9*2)+4=
-,//,5,4,7,1,0,(5-4),(5-4)//7=
+,-,8,9,7,17,10,(8+9),(8+9)-7=
-,-,6,7,5,-1,-6,(6-7),(6-7)-5=
+,-,4,8,7,12,5,(4+8),(4+8)-7=
*,*,6,1,4,6,24,(6*1),(6*1)*4=
//,*,9,6,2,1,2,(9//6),(9//6)*2=
*,+,5,8,3,40,43,(5*8),(5*8)+3=
*,//,5,7,9,35,3,(5*7),(5*7)//9=
-,+,3,9,6,-6,0,(3-9),(3-9)+6=
-,*,9,3,3,6,18,(9-3),(9-3)*3=
*,//,2,7,7,14,2,(2*7),(2*7)//7=
*,-,8,3,2,24,22,(8*3),(8*3)-2=
+,-,6,9,6,15,9,(6+9),(6+9)-6=
*,-,9,5,1,45,44,(9*5),(9*5)-1=
+,+,8,6,4,14,18,(8+6),(8+6)+4=
+,//,1,4,2,5,2,(1+4),(1+4)//2=
-,+,6,8,6,-2,4,(6-8),(6-8)+6=
+,*,7,1,5,8,40,(7+1),(7+1)*5=
//,+,9,6,2,1,3,(9//6),(9//6)+2=
*,*,8,7,7,56,392,(8*7),(8*7)*7=
//,+,3,9,7,0,7,(3//9),(3//9)+7=
*,-,7,7,9,49,40,(7*7),(7*7)-9=
//,-,6,8,5,0,-5,(6//8),(6//8)-5=
+,//,6,9,8,15,1,(6+9),(6+9)//8=
*,*,6,8,4,48,192,(6*8),(6*8)*4=
//,*,7,9,3,0,0,(7//9),(7//9)*3=
//,-,2,1,2,2,0,(2//1),(2//1)-2=
//,*,1,7,1,0,0,(1//7),(1//7)*1=
//,*,3,9,3,0,0,(3//9),(3//9)*3=
//,+,6,9,6,0,6,(6//9),(6//9)+6=
+,+,3,3,6,6,12,(3+3),(3+3)+6=
+,//,1,6,4,7,1,(1+6),(1+6)//4=
*,+,8,7,6,56,62,(8*7),(8*7)+6=
//,*,5,4,7,1,7,(5//4),(5//4)*7=
+,+,4,1,9,5,14,(4+1),(4+1)+9=
*,*,9,3,8,27,216,(9*3),(9*3)*8=
*,-,7,6,1,42,41,(7*6),(7*6)-1=
//,*,2,1,8,2,16,(2//1),(2//1)*8=
*,-,3,9,8,27,19,(3*9),(3*9)-8=
+,+,9,6,5,15,20,(9+6),(9+6)+5=
-,*,9,2,1,7,7,(9-2),(9-2)*1=
-,-,2,9,7,-7,-14,(2-9),(2-9)-7=
-,*,4,3,4,1,4,(4-3),(4-3)*4=
+,*,2,9,6,11,66,(2+9),(2+9)*6=
+,//,6,2,7,8,1,(6+2),(6+2)//7=
+,//,2,9,4,11,2,(2+9),(2+9)//4=
+,-,7,5,5,12,7,(7+5),(7+5)-5=
+,//,1,3,5,4,0,(1+3),(1+3)//5=
//,-,2,5,1,0,-1,(2//5),(2//5)-1=
-,*,1,3,9,-2,-18,(1-3),(1-3)*9=
//,*,3,8,9,0,0,(3//8),(3//8)*9=
*,*,6,5,9,30,270,(6*5),(6*5)*9=
+,//,2,2,4,4,1,(2+2),(2+2)//4=
+,//,3,8,9,11,1,(3+8),(3+8)//9=
+,//,2,2,3,4,1,(2+2),(2+2)//3=
+,*,7,7,7,14,98,(7+7),(7+7)*7=
-,-,3,4,9,-1,-10,(3-4),(3-4)-9=
*,-,3,3,9,9,0,(3*3),(3*3)-9=
+,*,9,1,7,10,70,(9+1),(9+1)*7=
//,//,6,1,7,6,0,(6//1),(6//1)//7=
*,-,6,5,4,30,26,(6*5),(6*5)-4=
//,+,2,1,4,2,6,(2//1),(2//1)+4=
-,//,5,3,6,2,0,(5-3),(5-3)//6=
+,*,1,3,1,4,4,(1+3),(1+3)*1=
//,//,6,9,4,0,0,(6//9),(6//9)//4=
+,+,4,3,7,7,14,(4+3),(4+3)+7=
-,//,7,5,4,2,0,(7-5),(7-5)//4=
//,//,7,1,7,7,1,(7//1),(7//1)//7=
-,+,2,5,1,-3,-2,(2-5),(2-5)+1=
*,*,9,1,6,9,54,(9*1),(9*1)*6=
*,*,9,3,4,27,108,(9*3),(9*3)*4=
//,*,9,8,4,1,4,(9//8),(9//8)*4=
+,+,9,9,4,18,22,(9+9),(9+9)+4=
*,//,1,7,5,7,1,(1*7),(1*7)//5=
+,+,6,4,6,10,16,(6+4),(6+4)+6=
//,*,4,1,1,4,4,(4//1),(4//1)*1=
-,//,1,4,8,-3,-1,(1-4),(1-4)//8=
//,-,7,6,9,1,-8,(7//6),(7//6)-9=
*,*,7,8,4,56,224,(7*8),(7*8)*4=
*,*,6,8,5,48,240,(6*8),(6*8)*5=
*,-,5,9,3,45,42,(5*9),(5*9)-3=
//,*,9,3,8,3,24,(9//3),(9//3)*8=
*,*,8,9,6,72,432,(8*9),(8*9)*6=
-,*,7,8,8,-1,-8,(7-8),(7-8)*8=
//,//,3,2,4,1,0,(3//2),(3//2)//4=
-,//,6,6,4,0,0,(6-6),(6-6)//4=
*,*,8,4,7,32,224,(8*4),(8*4)*7=
-,//,9,3,4,6,1,(9-3),(9-3)//4=
//,//,5,1,2,5,2,(5//1),(5//1)//2=
*,-,2,2,2,4,2,(2*2),(2*2)-2=
*,-,4,9,5,36,31,(4*9),(4*9)-5=
*,+,5,9,3,45,48,(5*9),(5*9)+3=
*,-,2,4,8,8,0,(2*4),(2*4)-8=
*,+,6,9,4,54,58,(6*9),(6*9)+4=
*,+,1,6,7,6,13,(1*6),(1*6)+7=
+,-,9,2,4,11,7,(9+2),(9+2)-4=
//,+,8,1,4,8,12,(8//1),(8//1)+4=
*,-,1,8,3,8,5,(1*8),(1*8)-3=
*,-,8,2,6,16,10,(8*2),(8*2)-6=
//,//,6,4,8,1,0,(6//4),(6//4)//8=
+,-,8,4,1,12,11,(8+4),(8+4)-1=
*,//,5,8,6,40,6,(5*8),(5*8)//6=
*,//,6,7,2,42,21,(6*7),(6*7)//2=
-,//,5,5,7,0,0,(5-5),(5-5)//7=
+,//,3,4,9,7,0,(3+4),(3+4)//9=
//,-,2,8,5,0,-5,(2//8),(2//8)-5=
+,+,8,3,4,11,15,(8+3),(8+3)+4=
-,-,7,9,4,-2,-6,(7-9),(7-9)-4=
+,+,3,2,2,5,7,(3+2),(3+2)+2=
//,+,7,6,5,1,6,(7//6),(7//6)+5=
//,+,7,5,1,1,2,(7//5),(7//5)+1=
*,-,7,3,8,21,13,(7*3),(7*3)-8=
*,//,1,3,7,3,0,(1*3),(1*3)//7=
+,-,2,5,6,7,1,(2+5),(2+5)-6=
*,*,2,6,9,12,108,(2*6),(2*6)*9=
//,*,5,7,3,0,0,(5//7),(5//7)*3=
-,//,9,2,9,7,0,(9-2),(9-2)//9=
//,//,3,7,4,0,0,(3//7),(3//7)//4=
+,+,1,6,2,7,9,(1+6),(1+6)+2=
+,-,8,9,9,17,8,(8+9),(8+9)-9=
-,//,7,3,2,4,2,(7-3),(7-3)//2=
-,*,7,2,6,5,30,(7-2),(7-2)*6=
//,+,5,7,4,0,4,(5//7),(5//7)+4=
*,*,5,6,7,30,210,(5*6),(5*6)*7=
//,-,9,7,5,1,-4,(9//7),(9//7)-5=
*,+,9,5,2,45,47,(9*5),(9*5)+2=
*,+,7,9,6,63,69,(7*9),(7*9)+6=
+,+,4,3,5,7,12,(4+3),(4+3)+5=
*,-,2,1,6,2,-4,(2*1),(2*1)-6=
//,-,6,2,1,3,2,(6//2),(6//2)-1=
-,*,1,2,9,-1,-9,(1-2),(1-2)*9=
+,//,7,7,3,14,4,(7+7),(7+7)//3=
*,//,4,6,1,24,24,(4*6),(4*6)//1=
//,+,8,4,6,2,8,(8//4),(8//4)+6=
-,+,9,8,7,1,8,(9-8),(9-8)+7=
//,//,1,6,3,0,0,(1//6),(1//6)//3=
+,*,8,1,2,9,18,(8+1),(8+1)*2=
*,+,3,9,3,27,30,(3*9),(3*9)+3=
+,//,3,8,3,11,3,(3+8),(3+8)//3=
//,-,8,1,6,8,2,(8//1),(8//1)-6=
+,-,1,1,7,2,-5,(1+1),(1+1)-7=
//,+,9,4,3,2,5,(9//4),(9//4)+3=
*,+,9,8,1,72,73,(9*8),(9*8)+1=
+,//,3,5,4,8,2,(3+5),(3+5)//4=
*,*,6,6,6,36,216,(6*6),(6*6)*6=
-,*,6,6,4,0,0,(6-6),(6-6)*4=
-,//,7,6,9,1,0,(7-6),(7-6)//9=
*,//,4,5,6,20,3,(4*5),(4*5)//6=
-,-,8,1,4,7,3,(8-1),(8-1)-4=
-,-,3,9,6,-6,-12,(3-9),(3-9)-6=
*,*,4,5,7,20,140,(4*5),(4*5)*7=
*,//,3,2,7,6,0,(3*2),(3*2)//7=
*,*,7,3,7,21,147,(7*3),(7*3)*7=
+,+,2,5,8,7,15,(2+5),(2+5)+8=
*,-,6,6,1,36,35,(6*6),(6*6)-1=
-,-,7,3,8,4,-4,(7-3),(7-3)-8=
+,-,6,7,4,13,9,(6+7),(6+7)-4=
-,//,2,4,6,-2,-1,(2-4),(2-4)//6=
*,//,3,8,7,24,3,(3*8),(3*8)//7=
-,*,4,2,9,2,18,(4-2),(4-2)*9=
-,+,4,4,6,0,6,(4-4),(4-4)+6=
+,-,5,3,8,8,0,(5+3),(5+3)-8=
//,*,5,2,1,2,2,(5//2),(5//2)*1=
+,//,4,9,4,13,3,(4+9),(4+9)//4=
*,//,3,4,2,12,6,(3*4),(3*4)//2=
-,-,9,6,4,3,-1,(9-6),(9-6)-4=
+,+,1,9,2,10,12,(1+9),(1+9)+2=
//,//,5,4,6,1,0,(5//4),(5//4)//6=
-,+,8,2,2,6,8,(8-2),(8-2)+2=
-,*,3,4,8,-1,-8,(3-4),(3-4)*8=
//,-,4,3,2,1,-1,(4//3),(4//3)-2=
*,-,3,8,6,24,18,(3*8),(3*8)-6=
-,+,7,4,1,3,4,(7-4),(7-4)+1=
*,//,6,4,5,24,4,(6*4),(6*4)//5=
-,*,5,1,8,4,32,(5-1),(5-1)*8=
+,-,2,6,5,8,3,(2+6),(2+6)-5=
//,+,4,9,5,0,5,(4//9),(4//9)+5=
*,-,8,2,4,16,12,(8*2),(8*2)-4=
*,-,7,9,3,63,60,(7*9),(7*9)-3=
+,//,8,8,3,16,5,(8+8),(8+8)//3=
+,-,9,4,5,13,8,(9+4),(9+4)-5=
+,//,7,1,5,8,1,(7+1),(7+1)//5=
-,*,1,7,5,-6,-30,(1-7),(1-7)*5=
//,-,7,9,5,0,-5,(7//9),(7//9)-5=
//,-,6,3,7,2,-5,(6//3),(6//3)-7=
+,//,5,6,4,11,2,(5+6),(5+6)//4=
//,-,5,1,5,5,0,(5//1),(5//1)-5=
-,+,6,9,8,-3,5,(6-9),(6-9)+8=
//,//,6,7,6,0,0,(6//7),(6//7)//6=
*,*,4,9,9,36,324,(4*9),(4*9)*9=
*,//,5,4,1,20,20,(5*4),(5*4)//1=
-,+,2,7,7,-5,2,(2-7),(2-7)+7=
-,-,8,1,9,7,-2,(8-1),(8-1)-9=
+,+,8,8,1,16,17,(8+8),(8+8)+1=
*,//,2,4,5,8,1,(2*4),(2*4)//5=
//,//,5,8,6,0,0,(5//8),(5//8)//6=
//,//,7,7,4,1,0,(7//7),(7//7)//4=
-,*,5,4,1,1,1,(5-4),(5-4)*1=
//,*,8,7,7,1,7,(8//7),(8//7)*7=
*,+,7,7,3,49,52,(7*7),(7*7)+3=
//,//,4,9,2,0,0,(4//9),(4//9)//2=
-,//,9,2,6,7,1,(9-2),(9-2)//6=
*,+,5,1,1,5,6,(5*1),(5*1)+1=
*,+,4,5,5,20,25,(4*5),(4*5)+5=
+,//,8,1,4,9,2,(8+1),(8+1)//4=
*,+,7,2,8,14,22,(7*2),(7*2)+8=
//,//,7,4,7,1,0,(7//4),(7//4)//7=
//,//,9,9,1,1,1,(9//9),(9//9)//1=
+,+,1,5,6,6,12,(1+5),(1+5)+6=
-,+,8,2,7,6,13,(8-2),(8-2)+7=
-,+,1,9,4,-8,-4,(1-9),(1-9)+4=
-,-,6,6,2,0,-2,(6-6),(6-6)-2=
//,*,9,3,5,3,15,(9//3),(9//3)*5=
//,//,9,6,2,1,0,(9//6),(9//6)//2=
*,*,8,6,3,48,144,(8*6),(8*6)*3=
-,+,3,2,8,1,9,(3-2),(3-2)+8=
//,//,9,6,8,1,0,(9//6),(9//6)//8=
-,+,6,9,9,-3,6,(6-9),(6-9)+9=
-,//,8,2,8,6,0,(8-2),(8-2)//8=
//,*,8,3,1,2,2,(8//3),(8//3)*1=
//,*,1,3,7,0,0,(1//3),(1//3)*7=
*,//,4,3,2,12,6,(4*3),(4*3)//2=
*,-,7,9,7,63,56,(7*9),(7*9)-7=
//,-,3,2,5,1,-4,(3//2),(3//2)-5=
//,//,7,8,8,0,0,(7//8),(7//8)//8=
*,-,5,8,8,40,32,(5*8),(5*8)-8=
*,//,8,5,9,40,4,(8*5),(8*5)//9=
*,-,9,2,6,18,12,(9*2),(9*2)-6=
*,*,2,6,2,12,24,(2*6),(2*6)*2=
*,*,8,9,7,72,504,(8*9),(8*9)*7=
+,+,1,8,9,9,18,(1+8),(1+8)+9=
-,-,8,2,2,6,4,(8-2),(8-2)-2=
*,*,2,7,5,14,70,(2*7),(2*7)*5=
+,*,8,5,2,13,26,(8+5),(8+5)*2=
-,+,2,3,6,-1,5,(2-3),(2-3)+6=
*,+,9,5,8,45,53,(9*5),(9*5)+8=
-,+,1,2,8,-1,7,(1-2),(1-2)+8=
*,+,6,5,6,30,36,(6*5),(6*5)+6=
+,-,5,7,5,12,7,(5+7),(5+7)-5=
+,*,1,7,9,8,72,(1+7),(1+7)*9=
-,*,6,4,5,2,10,(6-4),(6-4)*5=
-,//,3,6,7,-3,-1,(3-6),(3-6)//7=
*,-,6,4,9,24,15,(6*4),(6*4)-9=
-,-,4,8,6,-4,-10,(4-8),(4-8)-6=
//,*,4,8,8,0,0,(4//8),(4//8)*8=
+,+,8,1,2,9,11,(8+1),(8+1)+2=
*,//,5,7,4,35,8,(5*7),(5*7)//4=
*,+,4,5,7,20,27,(4*5),(4*5)+7=
*,+,8,4,4,32,36,(8*4),(8*4)+4=
//,*,1,2,3,0,0,(1//2),(1//2)*3=
+,//,6,3,3,9,3,(6+3),(6+3)//3=
//,//,5,9,1,0,0,(5//9),(5//9)//1=
*,-,8,2,7,16,9,(8*2),(8*2)-7=
-,*,5,1,1,4,4,(5-1),(5-1)*1=
+,*,9,6,1,15,15,(9+6),(9+6)*1=
*,-,5,4,8,20,12,(5*4),(5*4)-8=
//,*,8,4,5,2,10,(8//4),(8//4)*5=
-,//,7,9,5,-2,-1,(7-9),(7-9)//5=
+,+,2,6,6,8,14,(2+6),(2+6)+6=
+,//,8,2,8,10,1,(8+2),(8+2)//8=
+,+,2,7,9,9,18,(2+7),(2+7)+9=
+,*,7,2,1,9,9,(7+2),(7+2)*1=
//,-,7,5,1,1,0,(7//5),(7//5)-1=
//,-,8,7,2,1,-1,(8//7),(8//7)-2=
//,+,9,1,4,9,13,(9//1),(9//1)+4=
+,//,7,8,1,15,15,(7+8),(7+8)//1=
//,+,7,4,1,1,2,(7//4),(7//4)+1=
*,+,1,7,3,7,10,(1*7),(1*7)+3=
-,-,2,2,1,0,-1,(2-2),(2-2)-1=
-,*,5,5,6,0,0,(5-5),(5-5)*6=
-,-,6,3,8,3,-5,(6-3),(6-3)-8=
+,*,9,4,2,13,26,(9+4),(9+4)*2=
//,+,1,4,5,0,5,(1//4),(1//4)+5=
//,+,6,6,3,1,4,(6//6),(6//6)+3=
//,//,2,9,9,0,0,(2//9),(2//9)//9=
+,-,5,6,3,11,8,(5+6),(5+6)-3=
-,+,6,7,4,-1,3,(6-7),(6-7)+4=
-,*,8,8,6,0,0,(8-8),(8-8)*6=
//,*,7,4,5,1,5,(7//4),(7//4)*5=
//,-,2,7,1,0,-1,(2//7),(2//7)-1=
-,+,9,7,1,2,3,(9-7),(9-7)+1=
+,+,9,9,9,18,27,(9+9),(9+9)+9=
-,-,7,7,8,0,-8,(7-7),(7-7)-8=
+,*,4,1,2,5,10,(4+1),(4+1)*2=
//,*,3,1,5,3,15,(3//1),(3//1)*5=
//,+,1,8,4,0,4,(1//8),(1//8)+4=
//,//,2,9,7,0,0,(2//9),(2//9)//7=
+,-,5,1,5,6,1,(5+1),(5+1)-5=
*,+,6,8,6,48,54,(6*8),(6*8)+6=
//,-,3,7,4,0,-4,(3//7),(3//7)-4=
+,+,2,1,6,3,9,(2+1),(2+1)+6=
+,+,7,2,2,9,11,(7+2),(7+2)+2=
-,+,1,6,4,-5,-1,(1-6),(1-6)+4=
//,+,7,5,4,1,5,(7//5),(7//5)+4=
*,-,3,7,4,21,17,(3*7),(3*7)-4=
+,//,3,2,6,5,0,(3+2),(3+2)//6=
+,*,4,9,1,13,13,(4+9),(4+9)*1=
-,+,2,9,8,-7,1,(2-9),(2-9)+8=
-,-,1,9,4,-8,-12,(1-9),(1-9)-4=
+,-,5,6,6,11,5,(5+6),(5+6)-6=
*,*,3,2,1,6,6,(3*2),(3*2)*1=
*,//,2,5,7,10,1,(2*5),(2*5)//7=
-,*,2,7,5,-5,-25,(2-7),(2-7)*5=
-,*,4,3,7,1,7,(4-3),(4-3)*7=
*,*,6,6,2,36,72,(6*6),(6*6)*2=
+,+,1,7,4,8,12,(1+7),(1+7)+4=
-,*,2,1,6,1,6,(2-1),(2-1)*6=
-,*,9,5,4,4,16,(9-5),(9-5)*4=
//,+,2,4,3,0,3,(2//4),(2//4)+3=
*,*,6,3,7,18,126,(6*3),(6*3)*7=
*,*,9,4,6,36,216,(9*4),(9*4)*6=
*,+,8,1,7,8,15,(8*1),(8*1)+7=
-,*,7,8,6,-1,-6,(7-8),(7-8)*6=
//,*,8,1,3,8,24,(8//1),(8//1)*3=
*,-,6,2,1,12,11,(6*2),(6*2)-1=
+,//,3,8,8,11,1,(3+8),(3+8)//8=
+,//,4,3,3,7,2,(4+3),(4+3)//3=
-,*,1,1,5,0,0,(1-1),(1-1)*5=
//,+,1,9,5,0,5,(1//9),(1//9)+5=
//,//,4,2,6,2,0,(4//2),(4//2)//6=
-,+,1,4,2,-3,-1,(1-4),(1-4)+2=
+,+,2,2,8,4,12,(2+2),(2+2)+8=
//,//,7,5,4,1,0,(7//5),(7//5)//4=
-,-,8,9,2,-1,-3,(8-9),(8-9)-2=
//,-,9,1,8,9,1,(9//1),(9//1)-8=
+,*,3,9,8,12,96,(3+9),(3+9)*8=
//,-,9,5,3,1,-2,(9//5),(9//5)-3=
-,+,7,8,4,-1,3,(7-8),(7-8)+4=
-,*,5,2,6,3,18,(5-2),(5-2)*6=
+,//,9,2,3,11,3,(9+2),(9+2)//3=
+,+,2,2,2,4,6,(2+2),(2+2)+2=
+,*,4,1,4,5,20,(4+1),(4+1)*4=
-,+,9,3,6,6,12,(9-3),(9-3)+6=
*,-,8,8,3,64,61,(8*8),(8*8)-3=
-,-,1,8,2,-7,-9,(1-8),(1-8)-2=
-,*,7,7,5,0,0,(7-7),(7-7)*5=
+,+,4,2,2,6,8,(4+2),(4+2)+2=
+,+,8,7,3,15,18,(8+7),(8+7)+3=
//,-,6,8,4,0,-4,(6//8),(6//8)-4=
//,-,5,6,2,0,-2,(5//6),(5//6)-2=
//,+,1,7,5,0,5,(1//7),(1//7)+5=
//,-,1,4,4,0,-4,(1//4),(1//4)-4=
*,+,1,9,5,9,14,(1*9),(1*9)+5=
//,+,7,8,1,0,1,(7//8),(7//8)+1=
*,*,6,3,8,18,144,(6*3),(6*3)*8=
*,*,5,2,5,10,50,(5*2),(5*2)*5=
*,//,3,2,9,6,0,(3*2),(3*2)//9=
+,-,6,3,3,9,6,(6+3),(6+3)-3=
//,+,4,8,3,0,3,(4//8),(4//8)+3=
*,-,1,2,7,2,-5,(1*2),(1*2)-7=
+,-,6,8,8,14,6,(6+8),(6+8)-8=
+,-,1,2,3,3,0,(1+2),(1+2)-3=
+,//,2,2,2,4,2,(2+2),(2+2)//2=
-,//,3,8,6,-5,-1,(3-8),(3-8)//6=
+,+,7,7,8,14,22,(7+7),(7+7)+8=
*,//,4,4,7,16,2,(4*4),(4*4)//7=
-,//,7,8,8,-1,-1,(7-8),(7-8)//8=
-,+,3,2,3,1,4,(3-2),(3-2)+3=
//,*,7,8,8,0,0,(7//8),(7//8)*8=
//,-,6,6,4,1,-3,(6//6),(6//6)-4=
-,+,6,1,8,5,13,(6-1),(6-1)+8=
*,*,2,4,9,8,72,(2*4),(2*4)*9=
-,*,5,5,8,0,0,(5-5),(5-5)*8=
-,+,8,8,7,0,7,(8-8),(8-8)+7=
*,//,3,8,9,24,2,(3*8),(3*8)//9=
//,-,7,4,9,1,-8,(7//4),(7//4)-9=
*,*,7,7,8,49,392,(7*7),(7*7)*8=
//,+,6,5,2,1,3,(6//5),(6//5)+2=
//,//,5,9,4,0,0,(5//9),(5//9)//4=
-,+,3,7,2,-4,-2,(3-7),(3-7)+2=
+,*,6,3,2,9,18,(6+3),(6+3)*2=
//,//,4,3,5,1,0,(4//3),(4//3)//5=
-,+,8,4,7,4,11,(8-4),(8-4)+7=
*,+,9,5,7,45,52,(9*5),(9*5)+7=
+,-,2,3,3,5,2,(2+3),(2+3)-3=
+,*,4,4,5,8,40,(4+4),(4+4)*5=
*,//,6,5,4,30,7,(6*5),(6*5)//4=
-,+,8,8,6,0,6,(8-8),(8-8)+6=
*,*,9,6,5,54,270,(9*6),(9*6)*5=
//,-,3,6,1,0,-1,(3//6),(3//6)-1=
+,//,1,6,9,7,0,(1+6),(1+6)//9=
+,+,3,9,1,12,13,(3+9),(3+9)+1=
-,//,2,1,5,1,0,(2-1),(2-1)//5=
+,-,7,1,6,8,2,(7+1),(7+1)-6=
-,*,8,8,5,0,0,(8-8),(8-8)*5=
-,-,2,7,4,-5,-9,(2-7),(2-7)-4=
//,-,6,7,6,0,-6,(6//7),(6//7)-6=
-,-,8,4,9,4,-5,(8-4),(8-4)-9=
//,//,8,3,4,2,0,(8//3),(8//3)//4=
-,-,9,8,1,1,0,(9-8),(9-8)-1=
+,+,8,6,2,14,16,(8+6),(8+6)+2=
//,//,5,6,9,0,0,(5//6),(5//6)//9=
*,*,1,5,8,5,40,(1*5),(1*5)*8=
+,+,7,2,5,9,14,(7+2),(7+2)+5=
+,//,4,6,2,10,5,(4+6),(4+6)//2=
+,*,7,2,7,9,63,(7+2),(7+2)*7=
//,-,5,3,5,1,-4,(5//3),(5//3)-5=
//,+,5,4,1,1,2,(5//4),(5//4)+1=
//,*,8,9,1,0,0,(8//9),(8//9)*1=
//,-,4,6,4,0,-4,(4//6),(4//6)-4=
-,-,3,7,5,-4,-9,(3-7),(3-7)-5=
+,+,8,4,1,12,13,(8+4),(8+4)+1=
//,-,3,2,9,1,-8,(3//2),(3//2)-9=
-,//,1,6,5,-5,-1,(1-6),(1-6)//5=
//,*,3,6,1,0,0,(3//6),(3//6)*1=
+,+,8,7,5,15,20,(8+7),(8+7)+5=
*,//,9,4,6,36,6,(9*4),(9*4)//6=
+,-,1,5,9,6,-3,(1+5),(1+5)-9=
//,//,3,6,1,0,0,(3//6),(3//6)//1=
//,+,1,1,3,1,4,(1//1),(1//1)+3=
//,+,1,7,7,0,7,(1//7),(1//7)+7=
//,*,2,1,2,2,4,(2//1),(2//1)*2=
*,*,6,7,3,42,126,(6*7),(6*7)*3=
-,//,7,2,3,5,1,(7-2),(7-2)//3=
-,//,6,6,1,0,0,(6-6),(6-6)//1=
//,//,7,8,3,0,0,(7//8),(7//8)//3=
//,-,1,5,1,0,-1,(1//5),(1//5)-1=
*,-,9,4,2,36,34,(9*4),(9*4)-2=
//,+,8,8,7,1,8,(8//8),(8//8)+7=
+,-,2,8,6,10,4,(2+8),(2+8)-6=
-,*,6,3,7,3,21,(6-3),(6-3)*7=
*,*,9,5,5,45,225,(9*5),(9*5)*5=
-,*,6,8,6,-2,-12,(6-8),(6-8)*6=
+,+,7,8,1,15,16,(7+8),(7+8)+1=
+,*,5,9,2,14,28,(5+9),(5+9)*2=
-,//,3,4,9,-1,-1,(3-4),(3-4)//9=
*,-,9,1,2,9,7,(9*1),(9*1)-2=
-,*,3,4,5,-1,-5,(3-4),(3-4)*5=
//,+,8,7,3,1,4,(8//7),(8//7)+3=
//,*,2,5,6,0,0,(2//5),(2//5)*6=
//,*,9,7,8,1,8,(9//7),(9//7)*8=
*,*,5,7,7,35,245,(5*7),(5*7)*7=
+,+,9,7,8,16,24,(9+7),(9+7)+8=
*,//,7,6,2,42,21,(7*6),(7*6)//2=
*,-,2,1,1,2,1,(2*1),(2*1)-1=
+,*,8,8,6,16,96,(8+8),(8+8)*6=
//,-,2,6,7,0,-7,(2//6),(2//6)-7=
-,*,9,6,3,3,9,(9-6),(9-6)*3=
+,//,5,5,7,10,1,(5+5),(5+5)//7=
+,+,7,9,9,16,25,(7+9),(7+9)+9=
-,//,8,3,9,5,0,(8-3),(8-3)//9=
*,+,8,4,1,32,33,(8*4),(8*4)+1=
-,+,2,2,9,0,9,(2-2),(2-2)+9=
//,-,4,1,7,4,-3,(4//1),(4//1)-7=
//,-,3,9,2,0,-2,(3//9),(3//9)-2=
+,-,2,6,2,8,6,(2+6),(2+6)-2=
-,*,2,7,4,-5,-20,(2-7),(2-7)*4=
-,//,6,1,6,5,0,(6-1),(6-1)//6=
//,*,6,7,1,0,0,(6//7),(6//7)*1=
*,*,5,6,9,30,270,(5*6),(5*6)*9=
+,+,2,3,6,5,11,(2+3),(2+3)+6=
//,//,1,2,1,0,0,(1//2),(1//2)//1=
+,-,8,7,1,15,14,(8+7),(8+7)-1=
+,//,4,1,3,5,1,(4+1),(4+1)//3=
-,-,4,2,8,2,-6,(4-2),(4-2)-8=
-,+,3,3,5,0,5,(3-3),(3-3)+5=
//,-,9,5,4,1,-3,(9//5),(9//5)-4=
*,*,7,9,2,63,126,(7*9),(7*9)*2=
+,//,8,3,7,11,1,(8+3),(8+3)//7=
-,+,1,4,5,-3,2,(1-4),(1-4)+5=
*,-,9,2,2,18,16,(9*2),(9*2)-2=
//,*,8,7,2,1,2,(8//7),(8//7)*2=
//,*,9,3,4,3,12,(9//3),(9//3)*4=
//,+,7,8,9,0,9,(7//8),(7//8)+9=
//,//,1,5,4,0,0,(1//5),(1//5)//4=
-,-,3,5,3,-2,-5,(3-5),(3-5)-3=
+,//,3,4,8,7,0,(3+4),(3+4)//8=
+,//,9,6,1,15,15,(9+6),(9+6)//1=
+,-,8,1,5,9,4,(8+1),(8+1)-5=
//,*,1,8,2,0,0,(1//8),(1//8)*2=
-,*,2,6,4,-4,-16,(2-6),(2-6)*4=
+,//,2,4,3,6,2,(2+4),(2+4)//3=
+,+,3,7,9,10,19,(3+7),(3+7)+9=
+,*,2,5,3,7,21,(2+5),(2+5)*3=
*,//,2,7,1,14,14,(2*7),(2*7)//1=
//,-,5,8,1,0,-1,(5//8),(5//8)-1=
*,*,4,6,9,24,216,(4*6),(4*6)*9=
