question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype,hop1,hop2
"In the birth year of Nawat Phumphothingam, the G7 Summit was hosted in the city of",1995,Halifax,the birth year of Nawat Phumphothingam,socrates,socrates-person-year-g7city,What is the birth year of Nawat Phumphothingam?,"In 1995, the G7 Summit was hosted in the city of"
The city that hosted the Eurovision Song Contest in the birth year of Kemisara Paladesh was,1995,Dublin,the birth year of Kemisara Paladesh,socrates,socrates-person-year-eurovisioncity,What is the birth year of Kemisara Paladesh?,The city that hosted the Eurovision Song Contest in 1995 was
The city where the G7 Summit took place in Mlindo the Vocalist's birth year was,1995,Halifax,Mlindo the Vocalist's birth year,socrates,socrates-person-year-g7city,What is Mlindo the Vocalist's birth year?,The city where the G7 Summit took place in 1995 was
"In Celine Helgemo's birth year, the host city of the G7 Summit was",1995,Halifax,Celine Helgemo's birth year,socrates,socrates-person-year-g7city,What is Celine Helgemo's birth year?,"In 1995, the host city of the G7 Summit was"
"In the year Sebastian Warholm was born, the Eurovision Song Contest was hosted in the city of",1995,Dublin,the year Sebastian Warholm was born,socrates,socrates-person-year-eurovisioncity,What is the year Sebastian Warholm was born?,"In 1995, the Eurovision Song Contest was hosted in the city of"
"In Sebastian Warholm's year of birth, the G7 Summit was hosted in the city of",1995,Halifax,Sebastian Warholm's year of birth,socrates,socrates-person-year-g7city,What is Sebastian Warholm's year of birth?,"In 1995, the G7 Summit was hosted in the city of"
"In Swastima Khadka's birth year, the G7 Summit was hosted in the city of",1995,Halifax,Swastima Khadka's birth year,socrates,socrates-person-year-g7city,What is Swastima Khadka's birth year?,"In 1995, the G7 Summit was hosted in the city of"
"In Nikita Chandak's birth year, the host city of the Champions League final was",1995,Vienna,Nikita Chandak's birth year,socrates,socrates-person-year-championsleaguecity,What is Nikita Chandak's birth year?,"In 1995, the host city of the Champions League final was"
The city that hosted the Eurovision Song Contest in Nikita Chandak's birth year was,1995,Dublin,Nikita Chandak's birth year,socrates,socrates-person-year-eurovisioncity,What is Nikita Chandak's birth year?,The city that hosted the Eurovision Song Contest in 1995 was
"In Nikita Chandak's birth year, the host city of the G7 Summit was",1995,Halifax,Nikita Chandak's birth year,socrates,socrates-person-year-g7city,What is Nikita Chandak's birth year?,"In 1995, the host city of the G7 Summit was"
The city where the Eurovision Song Contest took place in the birth year of Dhiraj Magar was,1995,Dublin,the birth year of Dhiraj Magar,socrates,socrates-person-year-eurovisioncity,What is the birth year of Dhiraj Magar?,The city where the Eurovision Song Contest took place in 1995 was
"In the year Dhiraj Magar was born, the host city of the G7 Summit was",1995,Halifax,the year Dhiraj Magar was born,socrates,socrates-person-year-g7city,What is the year Dhiraj Magar was born?,"In 1995, the host city of the G7 Summit was"
The city that hosted the G7 Summit in the year Blanche Bailly was born was,1995,Halifax,the year Blanche Bailly was born,socrates,socrates-person-year-g7city,What is the year Blanche Bailly was born?,The city that hosted the G7 Summit in 1995 was
The city that hosted the G7 Summit in the year Jung Gun-joo was born was,1995,Halifax,the year Jung Gun-joo was born,socrates,socrates-person-year-g7city,What is the year Jung Gun-joo was born?,The city that hosted the G7 Summit in 1995 was
The city that hosted the G7 Summit in Shin Seung-ho's birth year was,1995,Halifax,Shin Seung-ho's birth year,socrates,socrates-person-year-g7city,What is Shin Seung-ho's birth year?,The city that hosted the G7 Summit in 1995 was
"In the year Ju Da-yeong was born, the Champions League final was hosted in the city of",1995,Vienna,the year Ju Da-yeong was born,socrates,socrates-person-year-championsleaguecity,What is the year Ju Da-yeong was born?,"In 1995, the Champions League final was hosted in the city of"
The city where the G7 Summit took place in Moon Jong-up's birth year was,1995,Halifax,Moon Jong-up's birth year,socrates,socrates-person-year-g7city,What is Moon Jong-up's birth year?,The city where the G7 Summit took place in 1995 was
"In Jo Jeong-eun's birth year, the G7 Summit was hosted in the city of",1995,Halifax,Jo Jeong-eun's birth year,socrates,socrates-person-year-g7city,What is Jo Jeong-eun's birth year?,"In 1995, the G7 Summit was hosted in the city of"
The city where the Eurovision Song Contest took place in the year Ki Do-hoon was born was,1995,Dublin,the year Ki Do-hoon was born,socrates,socrates-person-year-eurovisioncity,What is the year Ki Do-hoon was born?,The city where the Eurovision Song Contest took place in 1995 was
"In An Ye-seul's birth year, the Eurovision Song Contest was hosted in the city of",1995,Dublin,An Ye-seul's birth year,socrates,socrates-person-year-eurovisioncity,What is An Ye-seul's birth year?,"In 1995, the Eurovision Song Contest was hosted in the city of"
The city that hosted the Eurovision Song Contest in the year Im Young-min was born was,1995,Dublin,the year Im Young-min was born,socrates,socrates-person-year-eurovisioncity,What is the year Im Young-min was born?,The city that hosted the Eurovision Song Contest in 1995 was
The city where the G7 Summit took place in the birth year of Heo Chan was,1995,Halifax,the birth year of Heo Chan,socrates,socrates-person-year-g7city,What is the birth year of Heo Chan?,The city where the G7 Summit took place in 1995 was
"In Yoo Ju-eun's year of birth, the host city of the Eurovision Song Contest was",1995,Dublin,Yoo Ju-eun's year of birth,socrates,socrates-person-year-eurovisioncity,What is Yoo Ju-eun's year of birth?,"In 1995, the host city of the Eurovision Song Contest was"
"In Yoo Ju-eun's year of birth, the host city of the G7 Summit was",1995,Halifax,Yoo Ju-eun's year of birth,socrates,socrates-person-year-g7city,What is Yoo Ju-eun's year of birth?,"In 1995, the host city of the G7 Summit was"
"In Lee Dongheon's year of birth, the Champions League final was hosted in the city of",1995,Vienna,Lee Dongheon's year of birth,socrates,socrates-person-year-championsleaguecity,What is Lee Dongheon's year of birth?,"In 1995, the Champions League final was hosted in the city of"
The city that hosted the G7 Summit in Ellen Benediktson's year of birth was,1995,Halifax,Ellen Benediktson's year of birth,socrates,socrates-person-year-g7city,What is Ellen Benediktson's year of birth?,The city that hosted the G7 Summit in 1995 was
The city where the G7 Summit took place in the birth year of Molly Pettersson Hammar was,1995,Halifax,the birth year of Molly Pettersson Hammar,socrates,socrates-person-year-g7city,What is the birth year of Molly Pettersson Hammar?,The city where the G7 Summit took place in 1995 was
"In the year Elizabeth Lail was born, the Eurovision Song Contest was hosted in the city of",1992,Malmö,the year Elizabeth Lail was born,socrates,socrates-person-year-eurovisioncity,What is the year Elizabeth Lail was born?,"In 1992, the Eurovision Song Contest was hosted in the city of"
"In Lawrence B. Jones's year of birth, the Eurovision Song Contest was hosted in the city of",1992,Malmö,Lawrence B. Jones's year of birth,socrates,socrates-person-year-eurovisioncity,What is Lawrence B. Jones's year of birth?,"In 1992, the Eurovision Song Contest was hosted in the city of"
The city where the G7 Summit took place in Quentin Delapierre's year of birth was,1992,Munich,Quentin Delapierre's year of birth,socrates,socrates-person-year-g7city,What is Quentin Delapierre's year of birth?,The city where the G7 Summit took place in 1992 was
"In D'Angelo Lovell Williams's year of birth, the Eurovision Song Contest was hosted in the city of",1992,Malmö,D'Angelo Lovell Williams's year of birth,socrates,socrates-person-year-eurovisioncity,What is D'Angelo Lovell Williams's year of birth?,"In 1992, the Eurovision Song Contest was hosted in the city of"
"In the birth year of Leon Wessel-Masannek, the Eurovision Song Contest was hosted in the city of",1992,Malmö,the birth year of Leon Wessel-Masannek,socrates,socrates-person-year-eurovisioncity,What is the birth year of Leon Wessel-Masannek?,"In 1992, the Eurovision Song Contest was hosted in the city of"
The city that was declared the European Capital of Culture in the birth year of Leon Wessel-Masannek was,1992,Madrid,the birth year of Leon Wessel-Masannek,socrates,socrates-person-year-capitalofculturecity,What is the birth year of Leon Wessel-Masannek?,The city that was declared the European Capital of Culture in 1992 was
The city that hosted the Eurovision Song Contest in Helen Monks's birth year was,1992,Malmö,Helen Monks's birth year,socrates,socrates-person-year-eurovisioncity,What is Helen Monks's birth year?,The city that hosted the Eurovision Song Contest in 1992 was
The city where the Summer Olympics took place in the birth year of Georgia Napolitano was,1992,Barcelona,the birth year of Georgia Napolitano,socrates,socrates-person-year-olympicssummercity,What is the birth year of Georgia Napolitano?,The city where the Summer Olympics took place in 1992 was
"In Georgia Napolitano's birth year, the host city of the G7 Summit was",1992,Munich,Georgia Napolitano's birth year,socrates,socrates-person-year-g7city,What is Georgia Napolitano's birth year?,"In 1992, the host city of the G7 Summit was"
The city where the Eurovision Song Contest took place in the birth year of Scott Haran was,1992,Malmö,the birth year of Scott Haran,socrates,socrates-person-year-eurovisioncity,What is the birth year of Scott Haran?,The city where the Eurovision Song Contest took place in 1992 was
"In Olivia Ross's birth year, the Eurovision Song Contest was hosted in the city of",1992,Malmö,Olivia Ross's birth year,socrates,socrates-person-year-eurovisioncity,What is Olivia Ross's birth year?,"In 1992, the Eurovision Song Contest was hosted in the city of"
"In the year Pauline Acquart was born, the Eurovision Song Contest was hosted in the city of",1992,Malmö,the year Pauline Acquart was born,socrates,socrates-person-year-eurovisioncity,What is the year Pauline Acquart was born?,"In 1992, the Eurovision Song Contest was hosted in the city of"
The city where the Eurovision Song Contest took place in the birth year of Sayaka Nishiwaki was,1992,Malmö,the birth year of Sayaka Nishiwaki,socrates,socrates-person-year-eurovisioncity,What is the birth year of Sayaka Nishiwaki?,The city where the Eurovision Song Contest took place in 1992 was
The city where the Eurovision Song Contest took place in the birth year of Sonarika Bhadoria was,1992,Malmö,the birth year of Sonarika Bhadoria,socrates,socrates-person-year-eurovisioncity,What is the birth year of Sonarika Bhadoria?,The city where the Eurovision Song Contest took place in 1992 was
The city that hosted the Eurovision Song Contest in the birth year of Saiyami Kher was,1992,Malmö,the birth year of Saiyami Kher,socrates,socrates-person-year-eurovisioncity,What is the birth year of Saiyami Kher?,The city that hosted the Eurovision Song Contest in 1992 was
"In Malavika Wales's birth year, the host city of the G7 Summit was",1992,Munich,Malavika Wales's birth year,socrates,socrates-person-year-g7city,What is Malavika Wales's birth year?,"In 1992, the host city of the G7 Summit was"
