question,intermediate,answer,intermediate_expression,prompt_type,prompt_subtype
The Nobel Prize in Physiology or Medicine in the birth year of Henry Woolf was awarded to,1930,Karl Landsteiner,The birth year of Henry Woolf,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Prize in Literature in Natasha Parry's birth year was,1930,Sinclair Lewis,Natasha Parry,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Physiology or Medicine in Alfonso Brescia's year of birth was,1930,Karl Landsteiner,Alfonso Brescia,socrates,socrates-person-year-nobelpsymed
"In Shammi Kapoor's year of birth, the Nobel Prize in Chemistry was awarded to",1930,Hans Fischer,Shammi Kapoor,socrates,socrates-person-year-nobelchem
The Nobel Prize in Chemistry in Geeta Bali's year of birth was awarded to,1930,Hans Fischer,Geeta Bali,socrates,socrates-person-year-nobelchem
The Nobel Peace Prize in Basu Chatterjee's year of birth was awarded to,1930,Nathan Söderblom,Basu Chatterjee,socrates,socrates-person-year-nobelpeace
"In the year Basu Chatterjee was born, the laureate of the Nobel Prize in Chemistry was",1930,Hans Fischer,The year Basu Chatterjee,socrates,socrates-person-year-nobelchem
"In Sergiu Nicolaescu's birth year, the Nobel Peace Prize was awarded to",1930,Nathan Söderblom,Sergiu Nicolaescu,socrates,socrates-person-year-nobelpeace
"In Dieter Schnebel's birth year, the Nobel Peace Prize was awarded to",1930,Nathan Söderblom,Dieter Schnebel,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Literature in Dieter Schnebel's birth year was,1930,Sinclair Lewis,Dieter Schnebel,socrates,socrates-person-year-nobellit
The winner of the Nobel Peace Prize in Gilles Jacob's year of birth was,1930,Nathan Söderblom,Gilles Jacob,socrates,socrates-person-year-nobelpeace
"In the year Hannibal Alkhas was born, the Nobel Prize in Chemistry was awarded to",1930,Hans Fischer,The year Hannibal Alkhas,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Physiology or Medicine in the year Hannibal Alkhas was born was,1930,Karl Landsteiner,The year Hannibal Alkhas,socrates,socrates-person-year-nobelpsymed
The Nobel Prize in Literature in Hannibal Alkhas's year of birth was awarded to,1930,Sinclair Lewis,Hannibal Alkhas,socrates,socrates-person-year-nobellit
The Nobel Peace Prize in the birth year of Elsa Aguirre was awarded to,1930,Nathan Söderblom,The birth year of Elsa Aguirre,socrates,socrates-person-year-nobelpeace
"In the year Sivuca was born, the Nobel Prize in Chemistry was awarded to",1930,Hans Fischer,The year Sivuca,socrates,socrates-person-year-nobelchem
The Nobel Peace Prize in the year Hilda Hilst was born was awarded to,1930,Nathan Söderblom,The year Hilda Hilst,socrates,socrates-person-year-nobelpeace
"In Boris Fausto's year of birth, the laureate of the Nobel Prize in Chemistry was",1930,Hans Fischer,Boris Fausto,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Physiology or Medicine in the year Boris Fausto was born was,1930,Karl Landsteiner,The year Boris Fausto,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Prize in Literature in the year Joy McKean was born was,1930,Sinclair Lewis,The year Joy McKean,socrates,socrates-person-year-nobellit
"In the birth year of Noel Ferrier, the laureate of the Nobel Prize in Physics was",1930,Chandrasekhara Venkata Raman,The birth year of Noel Ferrier,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Peace Prize in Shimon Ballas's year of birth was,1930,Nathan Söderblom,Shimon Ballas,socrates,socrates-person-year-nobelpeace
"In Shimon Ballas's year of birth, the Nobel Prize in Physiology or Medicine was awarded to",1930,Karl Landsteiner,Shimon Ballas,socrates,socrates-person-year-nobelpsymed
The Nobel Peace Prize in the year Oleg Popov was born was awarded to,1930,Nathan Söderblom,The year Oleg Popov,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Physiology or Medicine in Oleg Popov's year of birth was,1930,Karl Landsteiner,Oleg Popov,socrates,socrates-person-year-nobelpsymed
"In Venantino Venantini's year of birth, the Nobel Prize in Literature was awarded to",1930,Sinclair Lewis,Venantino Venantini,socrates,socrates-person-year-nobellit
"In Mahmoud Reda's year of birth, the laureate of the Nobel Peace Prize was",1930,Nathan Söderblom,Mahmoud Reda,socrates,socrates-person-year-nobelpeace
"In the year Mahmoud Reda was born, the Nobel Prize in Literature was awarded to",1930,Sinclair Lewis,The year Mahmoud Reda,socrates,socrates-person-year-nobellit
"In Michael Edwardes's birth year, the laureate of the Nobel Prize in Physiology or Medicine was",1930,Karl Landsteiner,Michael Edwardes,socrates,socrates-person-year-nobelpsymed
"In the year Jorge de la Vega was born, the Nobel Prize in Physiology or Medicine was awarded to",1930,Karl Landsteiner,The year Jorge de la Vega,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Prize in Literature in the birth year of Friedrich Achleitner was,1930,Sinclair Lewis,The birth year of Friedrich Achleitner,socrates,socrates-person-year-nobellit
"In Roberto Torretti's birth year, the Nobel Peace Prize was awarded to",1930,Nathan Söderblom,Roberto Torretti,socrates,socrates-person-year-nobelpeace
The winner of the Nobel Prize in Physiology or Medicine in Richard S. Westfall's year of birth was,1924,Willem Einthoven,Richard S. Westfall,socrates,socrates-person-year-nobelpsymed
"In the birth year of Betty Lee Sung, the Nobel Prize in Physics was awarded to",1924,Manne Siegbahn,The birth year of Betty Lee Sung,socrates,socrates-person-year-nobelphysics
"In Michel Ragon's birth year, the laureate of the Nobel Prize in Physics was",1924,Manne Siegbahn,Michel Ragon,socrates,socrates-person-year-nobelphysics
"The winner of the Nobel Prize in Physiology or Medicine in John Grigg, 2nd Baron Altrincham's birth year was",1924,Willem Einthoven,"John Grigg, 2nd Baron Altrincham",socrates,socrates-person-year-nobelpsymed
The Nobel Prize in Physics in the birth year of Albert Band was awarded to,1924,Manne Siegbahn,The birth year of Albert Band,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Physics in the year Muthuvel Karunanidhi was born was awarded to,1924,Manne Siegbahn,The year Muthuvel Karunanidhi,socrates,socrates-person-year-nobelphysics
"In Narayan Desai's birth year, the laureate of the Nobel Prize in Physics was",1924,Manne Siegbahn,Narayan Desai,socrates,socrates-person-year-nobelphysics
"In the year Narayan Desai was born, the laureate of the Nobel Prize in Physiology or Medicine was",1924,Willem Einthoven,The year Narayan Desai,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Prize in Physiology or Medicine in the birth year of Nina Cassian was,1924,Willem Einthoven,The birth year of Nina Cassian,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Prize in Physics in Yehuda Amichai's year of birth was,1924,Manne Siegbahn,Yehuda Amichai,socrates,socrates-person-year-nobelphysics
"In the birth year of Karlheinz Deschner, the Nobel Prize in Physics was awarded to",1924,Manne Siegbahn,The birth year of Karlheinz Deschner,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Physiology or Medicine in Karlheinz Deschner's year of birth was awarded to,1924,Willem Einthoven,Karlheinz Deschner,socrates,socrates-person-year-nobelpsymed
"In Madanjeet Singh's year of birth, the Nobel Prize in Physiology or Medicine was awarded to",1924,Willem Einthoven,Madanjeet Singh,socrates,socrates-person-year-nobelpsymed
"In the birth year of Danielle Mitterrand, the Nobel Prize in Physiology or Medicine was awarded to",1924,Willem Einthoven,The birth year of Danielle Mitterrand,socrates,socrates-person-year-nobelpsymed
The Nobel Prize in Physics in the birth year of Marc Ferro was awarded to,1924,Manne Siegbahn,The birth year of Marc Ferro,socrates,socrates-person-year-nobelphysics
"In Teruo Ishii's year of birth, the Nobel Prize in Physiology or Medicine was awarded to",1924,Willem Einthoven,Teruo Ishii,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Prize in Physiology or Medicine in Stanley Jaki's year of birth was,1924,Willem Einthoven,Stanley Jaki,socrates,socrates-person-year-nobelpsymed
"In the year Harold Blair was born, the Nobel Prize in Physics was awarded to",1924,Manne Siegbahn,The year Harold Blair,socrates,socrates-person-year-nobelphysics
"In the birth year of Vladimir Soloukhin, the laureate of the Nobel Prize in Physiology or Medicine was",1924,Willem Einthoven,The birth year of Vladimir Soloukhin,socrates,socrates-person-year-nobelpsymed
"In Richard Rohmer's birth year, the Nobel Prize in Physics was awarded to",1924,Manne Siegbahn,Richard Rohmer,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physiology or Medicine in the year Richard Rohmer was born was,1924,Willem Einthoven,The year Richard Rohmer,socrates,socrates-person-year-nobelpsymed
The winner of the Nobel Prize in Physics in the birth year of Walter Chiari was,1924,Manne Siegbahn,The birth year of Walter Chiari,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Physiology or Medicine in Arturo Schwarz's year of birth was awarded to,1924,Willem Einthoven,Arturo Schwarz,socrates,socrates-person-year-nobelpsymed
The Nobel Prize in Physics in Efua Theodora Sutherland's birth year was awarded to,1924,Manne Siegbahn,Efua Theodora Sutherland,socrates,socrates-person-year-nobelphysics
The winner of the Nobel Prize in Physics in Margit Sandemo's year of birth was,1924,Manne Siegbahn,Margit Sandemo,socrates,socrates-person-year-nobelphysics
The Nobel Prize in Physiology or Medicine in the year Margit Sandemo was born was awarded to,1924,Willem Einthoven,The year Margit Sandemo,socrates,socrates-person-year-nobelpsymed
"In Janet T. Mills's birth year, the Nobel Prize in Literature was awarded to",1947,André Gide,Janet T. Mills,socrates,socrates-person-year-nobellit
The Nobel Prize in Physics in David McKinley's year of birth was awarded to,1947,Edward Victor Appleton,David McKinley,socrates,socrates-person-year-nobelphysics
"In Jack Bergman's year of birth, the Nobel Prize in Literature was awarded to",1947,André Gide,Jack Bergman,socrates,socrates-person-year-nobellit
The Nobel Prize in Chemistry in Vic Snyder's year of birth was awarded to,1947,Robert Robinson,Vic Snyder,socrates,socrates-person-year-nobelchem
"In the year Robert M. Kimmitt was born, the Nobel Prize in Literature was awarded to",1947,André Gide,The year Robert M. Kimmitt,socrates,socrates-person-year-nobellit
"In the year Donald B. Smith was born, the laureate of the Nobel Prize in Physics was",1947,Edward Victor Appleton,The year Donald B. Smith,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in Mathukumalli Vidyasagar's year of birth was,1947,Jimmy Demaret,Mathukumalli Vidyasagar,socrates,socrates-person-year-masterschampion
"In the birth year of Simon Louvish, the winner of the Masters Tournament was",1947,Jimmy Demaret,The birth year of Simon Louvish,socrates,socrates-person-year-masterschampion
The champion of the Masters in the year Gillian Rose was born was,1947,Jimmy Demaret,The year Gillian Rose,socrates,socrates-person-year-masterschampion
The champion of the Masters in Rupert Hine's year of birth was,1947,Jimmy Demaret,Rupert Hine,socrates,socrates-person-year-masterschampion
"In the birth year of Aleksander Krupa, the Nobel Prize in Physics was awarded to",1947,Edward Victor Appleton,The birth year of Aleksander Krupa,socrates,socrates-person-year-nobelphysics
"In Guerino Mazzola's year of birth, the Nobel Prize in Literature was awarded to",1947,André Gide,Guerino Mazzola,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Chemistry in Ashok Saraf's birth year was,1947,Robert Robinson,Ashok Saraf,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Literature in the year Ashok Saraf was born was,1947,André Gide,The year Ashok Saraf,socrates,socrates-person-year-nobellit
The winner of the Nobel Prize in Physics in Florian Schneider's birth year was,1947,Edward Victor Appleton,Florian Schneider,socrates,socrates-person-year-nobelphysics
The champion of the Masters in Anne Wiazemsky's year of birth was,1947,Jimmy Demaret,Anne Wiazemsky,socrates,socrates-person-year-masterschampion
The winner of the Nobel Prize in Physics in Sylvia Nasar's year of birth was,1947,Edward Victor Appleton,Sylvia Nasar,socrates,socrates-person-year-nobelphysics
"In the birth year of Ishtiaq Ahmed, the laureate of the Nobel Prize in Chemistry was",1947,Robert Robinson,The birth year of Ishtiaq Ahmed,socrates,socrates-person-year-nobelchem
The champion of the Masters in Nasir Adeeb's year of birth was,1947,Jimmy Demaret,Nasir Adeeb,socrates,socrates-person-year-masterschampion
"In the year Jean Echenoz was born, the laureate of the Nobel Prize in Chemistry was",1947,Robert Robinson,The year Jean Echenoz,socrates,socrates-person-year-nobelchem
The winner of the Nobel Prize in Physics in the birth year of Jean Echenoz was,1947,Edward Victor Appleton,The birth year of Jean Echenoz,socrates,socrates-person-year-nobelphysics
The golfer who won the Masters in Michel Berger's year of birth was,1947,Jimmy Demaret,Michel Berger,socrates,socrates-person-year-masterschampion
The Nobel Prize in Physics in Patrick Poivre d'Arvor's birth year was awarded to,1947,Edward Victor Appleton,Patrick Poivre d'Arvor,socrates,socrates-person-year-nobelphysics
The champion of the Masters in Patrick Poivre d'Arvor's birth year was,1947,Jimmy Demaret,Patrick Poivre d'Arvor,socrates,socrates-person-year-masterschampion
